公告id	股东全称	股东简称	变动截止日期	变动价格	变动数量	变动后持股数	变动后持股比例
416800	广州市银河国际投资有限公司	广州银河	2010-02-23		3000000		
416800	广州市银河国际投资有限公司	广州银河	2010-02-23		28199800	37816340	0.3001
417248	广州市银河国际投资有限公司	广州银河	2010-01-19		5000000		
417248	广州市银河国际投资有限公司	广州银河	2010-01-19		23899800	42116340	0.3343
418864	北京东方国兴科技发展有限公司		2009-12-24		1000000		
418864	北京东方国兴科技发展有限公司		11月23日		3497150		
418864	北京东方国兴科技发展有限公司		2009-12-24		4497150		
419104	山西潞安矿业（集团）有限责任公司		2009-12-23		10041111		
441235	中国葛洲坝集团股份有限公司	本公司	2014-01-21		19944717		
441235	中国葛洲坝集团股份有限公司	本公司	2014-01-22		19944717		
441235	中国葛洲坝集团股份有限公司	本公司	2014-07-21		63374631	1933415039	0.4199
442138	广州天富投资有限公司	广州天富	2013-12-17	7.92	1000000		
442138	广州天富投资有限公司	广州天富	2014-07-18	6.45	7800000	3800000	
470448	新疆成农远大股权投资有限合伙企业	新疆成农远大股权投资有限合伙企业	2014-07-04	17.01元	100		
470448	新疆成农远大股权投资有限合伙企业	新疆成农远大股权投资有限合伙企业	2014-07-07	17.01元	130		
474426	城建集团		2014-05-05		2300000		
474426	城建集团		2014-07-03		21340770	559229893	0.5241
474921	上海证券交易所		2014-05-29		2908402		
474921	上海证券交易所		2014-05-30		29100		
474921	上海证券交易所		2014-07-02		471586		
474921	上海证券交易所		2014-07-03		1600000	73310300	0.2145
475428	上海联创永宣创业投资企业	上海联创永宣创业投资企业	2014-07-03	15.80	300		
476691	宜昌兴发集团有限责任公司	宜昌兴发	2014-07-02		15698587	121991307	
4918226	云南国际信托有限公司		2015-06-23		665683		
4918226	上海证券交易所		2016-05-23		1331366		
4935738	MingXiangCapitalI,Ltd.	MingXiangCapitalI,Ltd.	2016-06-01	8.96	1050	17580426	4.19
4936135	裕人投资	裕人投资	2016-06-02	14.70	4000	280000000	34.9127
4940195	中交西安筑路机械有限公司	中交西安筑路机械有限公司	2015-05-12	42.38	4.71		
4940195	中交西安筑路机械有限公司	中交西安筑路机械有限公司	2015-05-13	40.13	3		
4940195	中交西安筑路机械有限公司	中交西安筑路机械有限公司	2015-05-14	37.11	0.58		
4940195	中交西安筑路机械有限公司	中交西安筑路机械有限公司	2015-05-18	39.15	4.3		
4940195	中交西安筑路机械有限公司	中交西安筑路机械有限公司	2015-05-19	42.83	48.105		
4940195	中交西安筑路机械有限公司	中交西安筑路机械有限公司	2015-05-20	47.50	20		
4940195	中交西安筑路机械有限公司	中交西安筑路机械有限公司	2015-05-25	52.02	20		
4940195	中交西安筑路机械有限公司	中交西安筑路机械有限公司	2015-05-26	56.22	4		
4940195	中交西安筑路机械有限公司	中交西安筑路机械有限公司	2015-05-27	58.73	26		
4940195	中交西安筑路机械有限公司	中交西安筑路机械有限公司	2015-05-29	55.77	10		
4940195	中交西安筑路机械有限公司	中交西安筑路机械有限公司	2015-06-01	57.68	15		
4940195	中交西安筑路机械有限公司	中交西安筑路机械有限公司	2015-06-02	58.91	15	——	
4948793	中通汽车工业集团有限责任公司	中通汽车工业集团有限责任公司	2016-06-15	37.73元	290		
4949276	上海证券交所	上交所	2016-06-15		3565500		
4949276	建发集团		2016-06-15		3565500	1278695170	0.451
4952784	苏州国嘉创业投资有限公司	苏州国嘉创投	2016-06-16	108.32	470000	3337600	0.05
4954506	上海证券交所	上交所	2016-06-20		2534500		
4954506	建发集团		2016-06-15		3565500		
4954506	建发集团		2016-06-20		2534500	1281229670	0.4519
4955464	常州高新技术风险投资有限公司	常高新风投	2016-02-15	30.47	1000000		
4955464	常州高新技术风险投资有限公司	常高新风投	2016-02-16	32.24	1500000		
4955464	常州高新技术风险投资有限公司	常高新风投	2016-02-17	32.53	800000		
4955464	常州高新技术风险投资有限公司	常高新风投	2016-06-20	33.01	770000	_	_
497304	中兴集团		2010-11-01		55600		
497625	南方集团		2010-11-03		2364100		
497625	南方集团		2010-11-03		22000000		
497625	南方集团		2010-11-03		24364100	195566173	0.2846
497919	青海天象投资实惄有限公司		2010-10-27		10842500		
497919	青海华鼎股票		2010-10-27		21977500	27742500	
498030	京安集团		2010-10-26		1330000		
498068	上海联创创业投资有限公司	上海联创	2010-10-12		111330000		
498068	上海联创创业投资有限公司	上海联创	2010-10-12		8060000		
498068	上海联创创业投资有限公司	上海联创	2010-10-12		119390000	72910000	0.0306
500093	青海天象		2011-02-09		368500		
500093	青海天象		2011-02-09		2000000		
500093	青海天象		2011-02-09		32688500		
500449	山东华鲁恒升集团德州热电有限责任公司	德州热电	2011-01-24		50000		
50738	深圳证券交易所		2010-10-25		5000000		
50738	股东香港金王投资有限公司	香港金王投资	2010-10-27		11843500		
511772	股东烟台华益投资有限公司	华益投资	2013-11-14	14.78	4007647		
511772	股东烟台华益投资有限公司	华益投资	2014/6/13	15.46	1000000		
511772	股东烟台华益投资有限公司	华益投资	2014/6/17	15.36	2000000		
511772	股东烟台华益投资有限公司	华益投资	2014/6/25	15.70	847500		
51721	深圳证券交易所		2010-04-28		4000000		
51721	深圳证券交易所		2010-04-28		8640000		
51721	深圳证券交易所		2010-04-28		4640000	4640000	0.0138
51721	深圳市港产学研创业投资有限公司		2010-04-28		63926577		
545600	重庆赛尼置业发展有限公司	赛尼置业	2007-08-20		3959388		
546583	陕西建设机械股份有限公司	本公司	2007-09-10	15.57	1539059		
546583	陕西建设机械股份有限公司	本公司	2007-09-10	15.57	27000		
553357	浙江博康医药投资有限公司		2008-10-06		850000		
554511	外经贸信托公司		8月1日下午		15757970	134597540	0.0895
554554	中国长江航运集团南京油运股份有限公司	本公司	2011-07-12		33257390		
556081	安徽新集煤电（集团）有限公司	新集煤电	2011-08-18		121208400	218507127	
556992	青海天象投资实惄有限公司		2011-08-10		4450000		
556992	青海天象投资实惄有限公司		2011-08-10		7392500		
556992	青海天象投资实惄有限公司		2011-08-10		45662500		
556992	青海天象投资实惄有限公司		2011-08-10		4057500	4057500	
558000	宁波博威合金材料股份有限公司	本公司	2011-05-06		947279		
558000	宁波博威合金材料股份有限公司	本公司	2011-11-04		947279		
558000	宁波博威合金材料股份有限公司	本公司	2011-11-04		104947279		
558696	北京玺萌置业有限公司	玺萌置业	2011-10-14	9.23-9.46	520000		
558696	北京玺萌置业有限公司	玺萌置业	2011-10-17	9.37-9.45	280000		
558696	北京玺萌置业有限公司	玺萌置业	2011-10-19	8.81-8.92	500000		
558696	北京玺萌置业有限公司	玺萌置业	2011-10-20	9.04-9.24	200000		
558696	北京玺萌置业有限公司	玺萌置业	2011-10-21	8.80-9.05	200000		
558696	大华大陆投资有限公司	大华大陆	2011-10-17	9.23-9.53	2248000		
558696	大华大陆投资有限公司	大华大陆	2011-10-20	9.08-9.13	100000		
558696	大华大陆投资有限公司	大华大陆	2011-10-24	8.75-9.29	4300000		
558696	中储发展股份有限公司	中储股份	2011-10-14	9.31-9.47	740000		
558696	中储发展股份有限公司	中储股份	2011-10-18	9.00-9.45	1456612		
558696	中储发展股份有限公司	中储股份	2011-10-20	9.05-9.27	970000		
558696	中储发展股份有限公司	中储股份	2011-10-24	9.00-9.30	1470000		
558702	大华大陆投资有限公司	大华大陆	2011-09-16	7.76-7.91	2348000		
558702	大华大陆投资有限公司	大华大陆	2011-09-20	7.87-8.13	3200000		
558702	大华大陆投资有限公司	大华大陆	2011-09-23	7.96-8.19	1400000		
558702	大华大陆投资有限公司	大华大陆	2011-09-26	8.06-8.31	2786884		
558702	大华大陆投资有限公司	大华大陆	2011-09-27	8.30-8.38	580000		
558702	大华大陆投资有限公司	大华大陆	2011-09-29	8.14-8.20	1002000		
558702	大华大陆投资有限公司	大华大陆	2011-10-12	8.04-8.58	1912906		
558702	大华大陆投资有限公司	大华大陆	2011-10-13	9.06-9.08	300000		
558702	中储发展股份有限公司	中储股份	2011-09-09	7.90-8.02	153043		
559163	外经贸信托公司		11月21日下午		15000000		
559163	外经贸信托公司		2011-10-19		45177000		
559163	外经贸信托公司		10月21日		60177000	90178510	0.06
563312	联想投资有限公司	联想投资	2011-09-15	16.54	0.97		
563312	联想投资有限公司	联想投资	2011-09-14	15.90	30		
563312	联想投资有限公司	联想投资	2011-09-08	15.90	20	0	0
563490	金倡投资有限公司	金倡投资	2011-04-08	25.15	380	-	-
563534	泛海能源投资股份有限公司	泛海能源投资股份有限公司	2011-05-23	9.70	泛海能源投资股份有限公司		
570594	谭永良	谭永良	2014-06-18	17.09	5175300	45001500	0.3719
570594	大连乾诚科技发展有限公司	乾诚科技	2014-06-18	17.63	498000		
572314	中国高新投资集团公司	中国高新投资集团公司	10月10日	4.02	8.49		
572314	中国高新投资集团公司	中国高新投资集团公司	11月12日	3.70	50		
572314	中国高新投资集团公司	中国高新投资集团公司	11月12日	3.56	50		
572314	中国高新投资集团公司	中国高新投资集团公司	12月07日	3.38	500		
572314	中国高新投资集团公司	中国高新投资集团公司	12月10日	3.50	1000		
572849	阳光凯迪	阳光凯迪	2012-11-16	7.00	704		
573161	深圳证券交易所		2012-11-10		2568586		
573999	达晨创世	达晨创世	2012年9月	8.75	600000	-	-
573999	达晨盛世	达晨盛世	2012年10月	8.89	350000	-	-
574371	汕头市华宇投资控股有限公司	华宇投资	2012-09-13	22.95	500000		
574371	汕头市华宇投资控股有限公司	华宇投资	2012-09-14	22.82	300000	-	-
58381	惠众投资	惠众投资	2009-06-18		1290000		
58381	惠众投资	惠众投资	2010-05-04		4163190		
58381	惠众投资	惠众投资	2010-11-11		2321534		
588322	深圳证券交易所		2010-05-19		2000000		
588322	股东香港金王投资有限公司	香港金王投资	2010-05-21		10479609		
590332	深圳证券交易所		2010-03-23		4000000		
591187	股东香港金王投资有限公司	香港金王投资	2010-02-12		8479609		
592930	深圳证券交易所		2010-01-19		11400		
592930	深圳证券交易所		2010-01-19		8011400		
593325	深圳证券交易所		2010-01-11		6000000		
593325	深圳证券交易所		2010-01-11		8000000		
597628	兴化集团		2009-10-15		1434430		
599101	宜华集团		2008-09-26		50000		
599101	宜华集团		2009-09-28		50000		
606025	浙江富春江旅游股份有限公司	浙江富春江	2014-04-30		15728862		
606025	浙江富春江旅游股份有限公司	浙江富春江	2014-05-06		9000000		
607580	长和投资	长和投资	2014-05-06	9.29元	10000000	70889379	0.0821
618874	普林电子有限公司	香港普林	2009-02-04		12329500		
618874	普林电子有限公司	香港普林	2009-02-04		24619500		
62780	辽渔集团		2013-09-27		481367		
62780	辽渔集团		2014-05-15		3000		
62780	辽渔集团		2014-05-15		9612483	16921545	0.3515
6342494	长海县獐子岛投资发展中心	投资发展中心	2016-06-29	8.12	1194.88		
6414517	股东宜安实业有限公司	宜安实业	2016-06-30	16.20	2000	-	-
6416043	山西国际电力集团有限公司	山西国际电力集团有限公司	2016-06-22		300000		
6416043	山西国际电力集团有限公司	山西国际电力集团有限公司	2016-06-24		300000		
6416043	山西国际电力集团有限公司	山西国际电力集团有限公司	2016-06-27		6135960		
6416043	山西国际电力集团有限公司	山西国际电力集团有限公司	2016-06-28		14900000		
6416043	山西国际电力集团有限公司	山西国际电力集团有限公司	2016-06-29		19179690		
6416777	航天基金	航天基金	2016-06-29	44.08元	8000000		
6416777	股东名称	股东名称	本次减持前持有股份	本次减持前持有股份	本次减持后持有股份		
6416777	航天基金	航天基金	16,200,000	6.75%	8200000		
6416777	航天基金	航天基金	16,200,000	6.75%	8200000		
65093	广州高金技术产业集团有限公司	广州高金	2014-05-14	4.55	5200000		
65093	广州高金技术产业集团有限公司	广州高金	2014-05-14	4.55	5000000		
65093	广州高金技术产业集团有限公司	广州高金	2014-05-14	4.55	1880000	—	—
65093	冼燃	冼燃	2014-04-28	4.79	1000000		
65093	冼燃	冼燃	2014-04-29	4.56	1200000	7921380	1.98
69099	深圳证券交易所		2010-09-10		2706547		
69099	深圳证券交易所		2010-09-10		3500000		
719618	达晨创投	达晨创投	2013-02-28	35.10	39000		
719618	达晨创投	达晨创投	2013-03-01	36.05	111000		
719618	达晨创投	达晨创投	2013-03-04	36.7	6000		
719618	达晨创投	达晨创投	2013-03-05	36.7	10000		
719618	达晨创投	达晨创投	2013-05-20	33.92	295560		
719618	达晨创投	达晨创投	2013-05-21	34.57	38440		
719618	达晨创投	达晨创投	2013-05-24	34.36	31144		
719618	达晨创投	达晨创投	2013-05-27	34.97	89856		
719618	达晨创投	达晨创投	2013-07-15	21.92	400000		
719618	达晨创投	达晨创投	2013-07-16	23.58	464614	4803886	0.0459
729922	威创投资	威创投资	2013-02-22	10.33	3207		
729922	威创投资	威创投资	2013-05-24	13.85	3206.99		
73711	上海华信石油集团有限公司	上海华信	2015-03-04	9.01	1397		
73711	上海华信石油集团有限公司	上海华信	2015-03-03	10.05	202.82	5432.67	2.61
756140	深圳市纺织（集团）股份有限公司	深圳市纺织（集团）股份有限公司	2014-04-10	9.92	深圳市纺织（集团）股份有限公司		
7906	中国科学院福建物质结构研究所	物构所	2014-06-04	7.9989	285		
800144	锦江股份	锦江股份	2013-11-27	9.45	10700000		
800144	锦江股份	锦江股份	2014-03-28	8.41	14230000		
815684	武汉华中科技大产业集团有限公司	产业集团	2008-10-09		4000230		
81747	通联创业投资股份有限公司	通联创业投资股份有限公司	2015-03-03	15.25	通联创业投资股份有限公司		
85295	雷岩投资	雷岩投资	2015-02-13	72.00	50		
85295	雷岩投资	雷岩投资	2015-02-16	74.49	60		
85295	雷岩投资	雷岩投资	2015-02-17	74.70	80	12520512	0.0925
857391	深圳证券交易所		2006-01-27		25252795		
87037	浙江大东南集团有限公司	浙江大东南集团有限公司	2015-02-13	6.06元	1000		
89432	广州广宏股权投资基金管理有限公司	广州广宏股权投资基金管理有限公司	2015-01-26	9.05	6600000		
9023466	上海丰瑞投资集团有限公司	上海丰瑞	2016-06-30	19.67	250		
9023466	上海丰瑞投资集团有限公司	上海丰瑞	2016-07-01	20.20	300		
9023466	股东名称	股东名称	本次减持前持有股份	本次减持前持有股份	本次减持后持有股份		
9023466	股东名称	股东名称	股数（万股）	占总股本比例	股数（万股）		
9025681	苏州文景	苏州文景	2016-07-05	35.75	1608800	4391200	4.99
902948	广东省医药保健品进出口公司	省医保	2014-01-08	20.57	260000		
902948	广东省医药保健品进出口公司	省医保	2014-01-09	20.87	130900		
902948	广东省医药保健品进出口公司	省医保	2014-01-10	24.91	220000		
902948	广东省医药保健品进出口公司	省医保	2014-03-07	24.38	120000		
902948	广东省医药保健品进出口公司	省医保	2014-03-18	28.16	769100	9100852	0.0615
937809	中轩投资有限公司	香港中轩	2013-05-13	10.29	1000000		
937809	中轩投资有限公司	香港中轩	2014-02-10	11.00	5000000		
937809	中轩投资有限公司	香港中轩	2014-02-13	11.10	5000000		
937809	中轩投资有限公司	香港中轩	2014-02-27	15.39	950000	-	-
938437	上海证券交易所		2014-02-25		1465401		
966620	华基金管理有限公司	平安大华	2014-02-17		3500000		
966620	华基金管理有限公司	平安大华	2014-02-17		36500000		
966620	华基金管理有限公司	平安大华	2014-02-20		4000000		
966620	华基金管理有限公司	平安大华	2014-02-20		32500000	32500000	0.0453
98468	宁波德斯瑞投资有限公司	宁波德斯瑞投资有限公司	2013-12-27	3.72	2199300		
98468	宁波德斯瑞投资有限公司	宁波德斯瑞投资有限公司	2014-08-25	4.80	3964310		
98468	宁波德斯瑞投资有限公司	宁波德斯瑞投资有限公司	2014-09-28	6.42	1710781		
98468	宁波德斯瑞投资有限公司	宁波德斯瑞投资有限公司	2014-11-27	5.96	212400		
98468	宁波德斯瑞投资有限公司	宁波德斯瑞投资有限公司	2014-12-25	5.58	2229410		
98468	宁波德斯瑞投资有限公司	宁波德斯瑞投资有限公司	2015-01-09	5.65	1862100		
98468	宁波德斯瑞投资有限公司	宁波德斯瑞投资有限公司	2015-03-20	7.55	10059800	--	--
9875662	嘉兴嘉泽	嘉兴嘉泽	2016-07-11	23.50	4000000	13949064	4.37
9878609	南海创新（天津）股权投资基金合伙企业（有限合伙）	南海创新（天津）股权投资基金合伙企业（有限合伙）	2016-07-13	29.19	840		
9883057	上海证劵交易所		2015-07-15		2943228797		
9883057	上海证券交易所		2015-07-15		285400		
9883057	2016年7月14日下午上海证券交易所		2016-06-01		285400		
9883635	朱蓉娟		2015-07-15		9288023.7		
9883635	上海证券交易所		2016-07-14		4440012		
9883635	中国证监会		2015-07-15		9288023.7		
9886555	控股集团有限公司	株洲国投	2016-05-13	5.37	7992348		
9886555	控股集团有限公司	株洲国投	2016-05-16	5.96	9378452		
9886555	控股集团有限公司	株洲国投	2016-05-17	5.92	3191150		
9886555	控股集团有限公司	株洲国投	2016-05-19	5.81	2000000		
9887330	中基矿业	中基矿业	2016-07-18	8.38	11696038		
988948	珠海普天和平电信工业有限公司	和平电信	2013年18日	11.33	189.51		
988948	珠海普天和平电信工业有限公司	和平电信	2014年11日	20.67	35.98		
989228	华鑫国际信托有限公司	华鑫国际	2014-01-27	6.5	4619101		
989228	华鑫国际信托有限公司	华鑫国际	2014-02-10	7.03	18530000	0	0
9895305	天富集团		2016-07-20		180001		
9898154	兴业投资有限公司	华建兴业	2016-07-22	17.30	12049370	0	0
9898218	广东粤财创业投资有限公司	粤财投资	2016-07-21		1066.2091		
